	id	sentence	Past	Future	Comment
11700	Eisenhower_1958_20	"Soviet spokesmen, from the beginning, have publicly and frequently declared their aim to expand their power, one way or another, throughout the world."	1	1	
27264	Roosevelt_1908_211	Outside of organized labor there is a widespread feeling that this system often works great injustice to wageworkers when their efforts to better their working condition result in industrial disputes.	0	0	
10507	Eisenhower_1954_11	Taxes have begun to go down.	1	1	
12787	Ford_1975_75	"But in all honesty, we cannot put all of the blame on the oil-exporting nations."	0	0	
23141	Roosevelt_1901_437	"Unless our commerce is always to be carried in foreign bottoms, we must have war craft to protect it."	0	1	
8720	Coolidge_1924_232	"It will be my constant effort to maintain these principles, and to reinforce them by all appropriate agreements and treaties."	0	1	
10581	Eisenhower_1954_85	These new relationships permit economies in the use of men as we build forces suited to our situation in the world today.	0	0	
19616	Obama_2012_327	"Let's make sure people who bundle campaign contributions for Congress can't lobby Congress, and vice versa -- an idea that has bipartisan support, at least outside of Washington."	0	1	
33874	Truman_1950_184	"Our Social Security System should be developed into the main reliance of our people for basic protection against the economic hazards of old-age, unemployment, and illness."	0	1	
31295	Taft_1912_350	"These posts contain only fractions of regiments, averaging less than 700 men each."	0	0	
12002	Eisenhower_1959_69	Our own vast strength is only a part of that required for dependable security.	0	1	
30903	Taft_1911_667	We should adopt a similar system here.	0	1	
22383	Reagan_1987_109	But now let's talk about this year's budget.	0	0	
25892	Roosevelt_1906_354	"It is discreditable to us that our business people, for lack of direct communication in the shape of lines of steamers with South America, should in that great sister continent be at a disadvantage compared to the business people of Europe."	0	1	
27971	Roosevelt_1936_71	"They were an appeal from the clamor of many private and selfish interests, yes, an appeal from the clamor of partisan interest, to the ideal of the public interest."	1	0	
3190	Bush_2008_271	We have had ample time for debate.	1	0	
22224	Reagan_1986_128	It is my hope that our fireside summit in Geneva and Mr. Gorbachev's upcoming visit to America can lead to a more stable relationship.	0	1	
16618	Kennedy_1963_59	"For we cannot for long lead the cause of peace and freedom, if we ever cease to set the pace here at home."	0	1	
1635	Bush_2003_89	"As a government, we are fighting illegal drugs by cutting off supplies and reducing demand through antidrug education programs."	0	0	
28261	Roosevelt_1938_85	"To many who have pleaded with me for an immediate balancing of the budget, by a sharp curtailment or even elimination of government functions, I have asked the question: ""What present expenditures would you reduce or eliminate?"""	1	1	
9759	Coolidge_1927_79	"It should be made clear to all the world that lacking a definite agreement, the attitude of any other country is not to be permitted to alter our own policy."	0	1	
15946	Johnson_1968_114	Last year the Congress authorized $662 million for the Model Cities program.	1	0	
22587	Reagan_1988_110	"There's a lesson here that we all should write on the blackboard a hundred times: In a child's education, money can never take the place of basics like discipline, hard work, and, yes, homework."	0	1	
6468	Clinton_1996_216	"For the last two years, one man in particular has been on the front lines of that effort."	1	0	
14097	Hoover_1929_240	"Should bidders be found who will make these undertakings, it will be necessary to recommend to Congress an increase in the authorized expenditure by the Post Office of about $5,500,000 annually."	0	1	
24994	Roosevelt_1905_249	I recommend the enactment of a law directed against bribery and corruption in Federal elections.	0	1	
17778	Nixon_1972_27	I recall these troubles not to point any fingers of blame.	1	0	
13424	Harding_1921_2	"For approximately ten years we have dwelt amid menaces of war or as participants in war's actualities, and the inevitable aftermath, with its disordered conditions, bits added to the difficulties of government which adequately can not be appraised except by, those who are in immediate contact and know the responsibilities."	1	1	
12972	Ford_1976_37	The genius of America has been its incredible ability to improve the lives of its citizens through a unique combination of governmental and free citizen activity.	1	0	
35611	Wilson_1914_3	"It has been put forth, as we intended, as a whole, and leaves no conjecture as to what is to follow."	1	1	
2220	Bush_2005_103	We'll make sure that your earnings are not eaten up by hidden Wall Street fees.	0	1	
31075	Taft_1912_130	"The advantages secured by the adjustment of our trade relations under this law have continued during the last year, and some additional cases of discriminatory treatment of which we had reason to complain have been removed."	1	0	
10872	Eisenhower_1955_91	"To help maintain this kind of armed strength and improve its efficiency, I must urge the enactment of several important measures in this session."	0	1	
31251	Taft_1912_306	Our present system lacks the indispensable quality of elasticity.	0	1	
29542	Roosevelt_1945_207	We know that they are not difficulties peculiar to any continent or any Nation.	0	0	
18751	Obama_2010_285	"And on some issues, there are simply philosophical differences that will always cause us to part ways."	0	1	
7974	Clinton_2000_260	"We must be at the center of every vital global network, as a good neighbor and partner."	0	1	
31685	Truman_1946_9	We have cut the war program to the maximum extent consistent with national security.	1	0	
20125	Obama_2014_91	"When we rescued our automakers, for example, we worked with them to set higher fuel efficiency standards for our cars."	1	0	
34857	Truman_1953_399	The communists cannot stamp out our faith in human dignity-fear can.	0	1	
29972	Taft_1909_301	"I very much doubt, however, the wisdom of a policy which constitutes so large a subsidy and requires additional taxation to meet it."	1	0	
24710	Roosevelt_1904_496	"We should be able, in the event of some sudden emergency, to put into the field one first-class army corps, which should be, as a whole, at least the equal of any body of troops of like number belonging to any other nation."	0	1	
24931	Roosevelt_1905_186	"It shall continue to be in the future what it has been in the past, a Government based on the theory that each man, rich or poor, is to be treated simply and solely on his worth as a man, that all his personal and property rights are to be safeguarded, and that he is neither to wrong others nor to suffer wrong from others."	1	1	
309	Bush_1990_19	"And today it's Vaclav Havel, President of Czechoslovakia."	0	0	
16536	Kennedy_1962_249	"The bill will permit the gradual elimination of tariffs here in the United States and in the Common Market on those items in which we together supply 80 percent of the world's trade--mostly items in which our own ability to compete is demonstrated by the fact that we sell abroad, in these items, substantially more than we import."	0	1	
32849	Truman_1946_1173	Legislation is now pending in the Congress to authorize grants for the construction of hospitals and health centers and grants and loans for water-pollution control.	0	1	
14516	Hoover_1931_89	"During the past year banks, representing 3 per cent of our total deposits have been closed."	1	0	
33997	Truman_1951_74	"Therefore, even if we were craven enough I do not believe we could be--but, I say, even if we were craven enough to abandon our ideals, it would be disastrous for us to withdraw from the community of free nations."	0	1	
11759	Eisenhower_1958_79	"Let us not make the same kind of mistake in another field, by failing to anticipate the much more serious impact of the Soviet economic offensive."	1	1	
24552	Roosevelt_1904_338	"The courts having power to naturalize should be definitely named by national authority; the testimony upon which naturalization may be conferred should be definitely prescribed; publication of impending naturalization applications should be required in advance of their hearing in court; the form and wording of all certificates issued should be uniform throughout the country, and the courts should be required to make returns to the Secretary of State at stated periods of all naturalizations conferred."	0	1	
34351	Truman_1952_186	Congress has a tremendous responsibility in this matter.	0	0	
24325	Roosevelt_1904_111	"The farmers, the mechanics, the skilled and unskilled laborers, the small shop keepers, make up the bulk of the population of any country; and upon their well-being, generation after generation, the well-being of the country and the race depends."	1	1	
17017	McKinley_1900_229	"As a factor for promoting the general interests of peace, order, and fair commerce in the Far East the influence of Japan can hardly be overestimated."	0	1	
2425	Bush_2006_68	Yet there is a difference between responsible criticism that aims for success and defeatism that refuses to acknowledge anything but failure.	0	0	
34329	Truman_1952_164	"Turning from our foreign policies, let us consider the jobs we have here at home as a part of our program for peace."	0	1	
3431	Carter_1978_205	The whole world has a great stake in the success of these efforts.	0	1	
27478	Roosevelt_1908_425	"It would be far better to do this than to do what actually was done, and strive to prevent or at least to hamper effective action against criminals by the executive branch of the Government."	1	1	
6824	Clinton_1997_216	And I ask your support for that endeavor.	0	1	
14477	Hoover_1931_50	"There has been the least possible Government entry into the economic field, and that only in temporary and emergency form."	1	0	
22716	Roosevelt_1901_12	"The defenders of those murderous criminals who seek to excuse their criminality by asserting that it is exercised for political ends, inveigh against wealth and irresponsible power."	0	0	
33707	Truman_1950_17	The first half of this century will be known as the most turbulent and eventful period in recorded history.	1	1	
16989	McKinley_1900_201	"Appropriate representations on our part resulted in the British Government agreeing to purchase outright all such goods shown to be the actual property of American citizens, thus closing the incident to the satisfaction of the immediately interested parties, although, unfortunately, without a broad settlement of the question of a neutral's right to send goods not contraband per se to a neutral port adjacent to a belligerent area."	1	0	
31782	Truman_1946_106	It is the responsibility of Government to gear its total program to the achievement of full production and full employment.	0	0	
33528	Truman_1949_22	They have strengthened the material foundations of our democratic ideals.	1	0	
24612	Roosevelt_1904_398	"In treating of our foreign policy and of the attitude that this great Nation should assume in the world at large, it is absolutely necessary to consider the Army and the Navy, and the Congress, through which the thought of the Nation finds its expression, should keep ever vividly in mind the fundamental fact that it is impossible to treat our foreign policy, whether this policy takes shape in the effort to secure justice for others or justice for ourselves, save as conditioned upon the attitude we are willing to take toward our Army, and especially toward our Navy."	0	1	
10553	Eisenhower_1954_57	"It is a place where the nations of the world can, if they have the will, take collective action for peace and justice."	0	1	
15336	Johnson_1966_101	"Today, too, the work of government is far more complex than in our early years, requiring more time to learn and more time to master the technical tasks of legislating."	1	0	
35855	Wilson_1915_75	"I, for one, do not doubt the patriotic devotion either of our young men or of those who give them employment,--those for whose benefit and protection they would in fact enlist."	0	0	
27814	Roosevelt_1935_53	Whatever we plan and whatever we do should be in the light of these three clear objectives of security.	0	1	
14942	Johnson_1964_102	VIII.			NAS
2162	Bush_2005_45	"One of America's most important institutions, a symbol of the trust between generations, is also in need of wise and effective reform."	0	1	
21086	Reagan_1982_32	"Inflation is down from 12.4 percent to 8.9, and for the month of December it was running at an annualized rate of 5.2 percent."	1	0	
6454	Clinton_1996_202	And I challenge local housing authorities and tenant associations: Criminal gang members and drug dealers are destroying the lives of decent tenants.	0	0	
1603	Bush_2003_57	Leaders of both political parties have talked for years about strengthening Medicare.	1	0	
4016	Carter_1981_214	"I urge the new Congress to endorse the principles of ""Healthy People,"" and to adopt the recommendations to achieve its goals."	0	1	
35460	Trump_2018_276	"Today he lives in Seoul, where he rescues other defectors, and broadcasts into North Korea what the regime fears the most - the truth."	0	0	
32245	Truman_1946_569	In the peacetime economy the Reconstruction Finance Corporation will take the leadership in assuring adequate financing for small enterprises which cannot secure funds from other sources.	0	1	
29081	Roosevelt_1943_116	We shall feel in many ways in our daily lives the sharp pinch of total war.	0	1	
10564	Eisenhower_1954_68	"By continuing to surpass her prewar levels of economic activity, Western Europe gains self-reliance."	1	0	
22538	Reagan_1988_61	"I can assure you, the bipartisan leadership of Congress, of my help in fighting off any attempt to bust our budget agreement."	0	1	
10248	Coolidge_1928_121	"Further amendments to the existing law will be suggested by the American Legion, the Veterans of Foreign Wars of the United States, the Disabled American Veterans of the World War, and other like organizations, and it may be necessary for administrative purposes, or in order to remove some existing inequalities in the present law, to make further changes."	0	1	
35151	Trump_2017_264	"Hopefully, the 250th year for America will see a world that is more peaceful, more just, and more free."	0	1	
1633	Bush_2003_87	Another cause of hopelessness is addiction to drugs.	0	0	
6240	Clinton_1995_435	"He gained a foothold for freedom and at the age of 17, just a year older than his grandson, who's up there with him today, and his son, who is a West Point graduate and a veteran, at 17, Jack Lucas became the youngest marine in history and the youngest soldier in this century to win the Congressional Medal of Honor."	1	0	
14103	Hoover_1929_246	"The question naturally arises as to whether if allowed to expand without restraint these methods would dangerously concentrate control of credit, and whether they would not in any event seriously threaten one of the fundamentals of the American credit system--which is that credit which is based upon banking deposits should be controlled by persons within those areas which furnish these deposits and thus be subject to the restraints of local interest and public opinion in those areas."	0	1	
10975	Eisenhower_1955_194	But public works activities are closely inter-related and have a substantial influence on the growth of the country.	0	0	
35219	Trump_2018_35	Unemployment claims have hit a 45-year low.	1	0	
33261	Truman_1948_29	We were able through these 10 years to expand the productive strength of our farms and factories.	1	0	
24684	Roosevelt_1904_470	"The lessons taught are both strategic and tactical, and are political as well as military."	1	0	
22204	Reagan_1986_108	And we must now escape the spider's web of dependency.	0	1	
546	Bush_1991_26	"We in this Union enter the last decade of the 20th Century thankful for all our blessings, steadfast in our purpose, aware of our difficulties and responsive to our duties at home and around the world."	0	1	
26304	Roosevelt_1907_103	"In the natural indignation the people feel over the dishonesty, it is essential that they should not lose their heads and get drawn into an indiscriminate raid upon all corporations, all people of wealth, whether they do well or ill. Out of any such wild movement good will not come, can not come, and never has come."	1	1	Parsong error
5541	Clinton_1994_104	So we've got to streamline today's patchwork of training programs and make them a source of new skill for our people who lose their jobs.	0	1	
11392	Eisenhower_1956_276	"Today our schools face pressing problems--problems which will not yield to swift and easy solutions, or to any single action."	0	1	
10514	Eisenhower_1954_18	Some developments beyond our shores have been equally encouraging.	1	0	
23307	Roosevelt_1901_603	This purchase was the greatest instance of expansion in our history.	1	0	
27986	Roosevelt_1936_86	"Yes, in 1933, but now with the passing of danger they forget their damaging admissions and withdraw their abdication."	1	0	
9092	Coolidge_1925_327	The Congress has already provided for a survey which will soon be embodied in a report.	1	1	
14551	Hoover_1931_124	It is my view that the amount of taxation should be fixed so as to balance the Budget for 1933 except for the statutory debt retirement.	0	1	
5599	Clinton_1994_162	"So, if any of you believe there's no crisis, you tell it to those people, because I can't."	0	0	
32754	Truman_1946_1078	This amount includes both tuition expenses and maintenance allowances.	0	0	
18344	Obama_2009_160	"By the end of the year, it could cause 1.5 million Americans to lose their homes."	0	1	
27248	Roosevelt_1908_195	What would have been an infringement upon liberty half a century ago may be the necessary safeguard of liberty to-day.	1	0	
9139	Coolidge_1925_374	"Some work is being done of a preparatory nature along the Missouri, and large expenditures are being made yearly in the lower reaches of the Mississippi and its tributaries which contribute both to flood control and navigation."	1	0	
7682	Clinton_1999_360	There are now long waiting lines of immigrants that are trying to do just that.	0	1	
35454	Trump_2018_270	"Later, he was tortured by North Korean authorities after returning from a brief visit to China."	1	0	
28656	Roosevelt_1941_15	"Even when the World War broke out in 1914, it seemed to contain only small threat of danger to our own American future."	1	1	
15933	Johnson_1968_101	This then is the work we should do in the months that are ahead of us in this Congress.	0	1	
4871	Carter_1981_1069	"MIDDLE EAST  In the Middle East, our determination to consolidate what has already been achieved in the peace process--and to buttress that accomplishment with further progress toward a comprehensive peace settlement--must remain a central goal of our foreign policy."	1	1	
666	Bush_1991_146	It allows the Federal Government to reduce overhead.	0	0	
7708	Clinton_1999_386	"A hundred years from tonight, another American president will stand in this place and report on the State of the Union."	0	1	
27498	Roosevelt_1908_445	"The Nation, through its broader field of activities, its wider opportunity for obtaining information from all the States and from foreign countries, is able to do that which not even the richest States can do, and with the distinct additional advantage that the information thus obtained is used for the immediate benefit of all our people."	0	0	
18141	Nixon_1974_158	"Together with our allies, we will be negotiating with the nations of the Warsaw Pact on mutual and balanced reduction of forces in Europe."	0	1	
12216	Eisenhower_1960_21	One obvious road on which to make a useful start is in the widening of communication between our two peoples.	0	1	
5526	Clinton_1994_89	And I call on the Congress to pass legislation to establish that information superhighway this year.	0	1	
7307	Clinton_1998_350	And the next generation Internet will operate at speeds up to a thousand times faster than today.	0	1	
9134	Coolidge_1925_369	"No final determination can be made, apparently, except under treaty as to the participation of both countries."	0	0	
25058	Roosevelt_1905_313	It is out of the question to claim a right and yet shirk the responsibility for its exercise.	0	1	
24092	Roosevelt_1903_378	This treaty was entered into at the urgent solicitation of the people of Colombia and after a body of experts appointed by our Government especially to go into the matter of the routes across the Isthmus had pronounced unanimously in favor of the Panama route.	1	0	
26088	Roosevelt_1906_550	I have just returned from a trip to Panama and shall report to you at length later on the whole subject of the Panama Canal.	1	1	
20115	Obama_2014_81	"The all-of-the-above energy strategy I announced a few years ago is working, and today, America is closer to energy independence than we've been in decades."	1	1	
34171	Truman_1952_6	But we have a greater responsibility to conduct our political fights in a manner that does not harm the national interest.	0	0	
12481	Eisenhower_1961_32	"Since the signing of the Korean Armistice in 1953, Americans have lived in peace in highly troubled times."	1	0	
10731	Eisenhower_1954_235	"This and other major improvements in the insurance system will bring substantial benefit increases and broaden the membership of the insurance system, thus diminishing the need for Federal grants-in-aid for such purposes."	0	1	
18139	Nixon_1974_156	"The world's peace, as well as our own, depends on our remaining as strong as we need to be as long as we need to be."	0	1	
20174	Obama_2014_140	Estiven Rodriguez couldn't speak a word of English when he moved to New York City at age nine.	1	0	
35703	Wilson_1914_95	"Governments grow, piecemeal, both in their tasks and in the means by which those tasks are to be performed, and very few Governments are organized, I venture to say, as wise and experienced business men would organize them if they had a clean sheet of paper to write upon."	0	0	
30542	Taft_1911_306	CORONATION OF KING GEORGE V.  The 22d of June of the present year marked the coronation of His Britannic Majesty King George V. In honor of this auspicious occasion I sent a special embassy to London.	1	0	
23900	Roosevelt_1903_186	"Although the attempt on the life of our vice-consul had not been successful, yet the outrage was symptomatic of a state of excitement and disorder which demanded immediate attention."	1	0	
13147	Ford_1976_212	"We have an improving relationship with China, the world's most populous nation."	0	1	
7548	Clinton_1999_226	"When you come right down to it, now that the world economy is becoming more and more integrated, we have to do in the world what we spent the better part of this century doing here at home."	0	1	
6113	Clinton_1995_308	We still can't be strong at home unless we're strong abroad.	0	1	
36259	Wilson_1918_64	It promises to outrun any inquiry that may be instituted and any aid that may be offered.	0	1	
4568	Carter_1981_766	"And by adding 25 free-flowing river segments to the Wild and Scenic River System, the bill almost doubles the river mileage in that system."	0	0	
5888	Clinton_1995_83	The old way was centralized here in Washington.	1	0	
11633	Eisenhower_1957_140	"To demonstrate once again our unalterable purpose to make of the atom a peaceful servant of humanity, I shortly shall ask the Congress to authorize full United States participation in the International Atomic Energy Agency."	0	1	
35044	Trump_2017_157	Everything that is broken in our country can be fixed.	1	1	
2582	Bush_2006_225	"They are concerned about unethical conduct by public officials, and discouraged by activist courts that try to redefine marriage."	0	0	
18789	Obama_2010_323	"We are joined by allies and partners who have increased their own commitment, and who will come together tomorrow in London to reaffirm our common purpose."	1	1	
23624	Roosevelt_1902_241	"The magnitude of this increase will best appear from the fact that the entire postal receipts for the year 1860 amounted to but $8,518,067."	0	1	
32825	Truman_1946_1149	"These include capital expenditures by the Rural Electrification Administration and expenditures for resource development by other organizational units in the Department of Agriculture which are also mentioned above under ""agricultural programs."""	0	0	
11243	Eisenhower_1956_127	"The Administration will prepare additional recommendations designed to achieve the same objectives, including career incentives for medical and dental officers and nurses, and increases in the proportion of regular officers."	0	1	
25621	Roosevelt_1906_83	"Mobs frequently avenge the commission of this crime by themselves torturing to death the man committing it; thus avenging in bestial fashion a bestial deed, and reducing themselves to a level with the criminal."	0	0	
482	Bush_1990_192	"And here at home, and in the world, there is history in the making, and history to be made."	1	1	
22708	Roosevelt_1901_4	"Both President Lincoln and President Garfield were killed by assassins of types unfortunately not uncommon in history; President Lincoln falling a victim to the terrible passions aroused by four years of civil war, and President Garfield to the revengeful vanity of a disappointed office-seeker."	1	0	
32789	Truman_1946_1113	"Conservation and use of land.--I am recommending that 270 million dollars be appropriated for ""conservation and use of agricultural land resources""--the so-called AAA program--for the fiscal year 1947, compared with 356 million dollars in the current year."	1	0	
6570	Clinton_1996_318	He is a 49 year-old Vietnam veteran who's worked for the Social Security Administration for 22 years now.	1	0	
25121	Roosevelt_1905_376	"Every consideration of wise policy, and, above all, every consideration of large generosity, bids us meet the request of Santo Domingo as we are now trying to meet it."	0	1	
14986	Johnson_1965_8	For the first century we struggled to hold together the first continental union of democracy in the history of man.	1	0	
17086	McKinley_1900_298	"It is gratifying to be able to state that the surplus revenues for the fiscal year ended June 30, 1900, were $79,527,060.18."	1	0	
13627	Harding_1921_205	"I suggest the consideration because the drift of wealth into nontaxable securities is hindering the flow of large capital to our industries, manufacturing, agricultural, and carrying, until we are discouraging the very activities which make our wealth."	0	1	
24198	Roosevelt_1903_484	"Every effort has been made by the Government of the United States to persuade Colombia to follow a course which was essentially not only to our interests and to the interests of the world, but to the interests of Colombia itself."	0	1	
24378	Roosevelt_1904_164	The facts concerning meteorology and its relations to plant and animal life are being systematically inquired into.	0	0	
12175	Eisenhower_1959_242	"The judicial arm, which has the ultimate authority for interpreting the Constitution, has held that certain state laws and practices discriminate upon racial grounds and are unconstitutional."	1	0	
35731	Wilson_1914_123	Dread of the power of any other nation we are incapable of.	0	0	
19891	Obama_2013_184	I urge the House to do the same.	0	1	
29925	Taft_1909_254	"I am sure, however, I express the desire of the astronomers and those learned in the kindred sciences when I urge upon Congress that the Naval Observatory be now dedicated to science under control of a man of science who can, if need be, render all the service to the Navy Department which this observatory now renders, and still furnish to the world the discoveries in astronomy that a great astronomer using such a plant would be likely to make."	0	1	
33290	Truman_1948_58	The greatest gap in our social security structure is the lack of adequate provision for the Nation's health.	0	1	
26787	Roosevelt_1907_586	That profit I believe should be devoted to strengthening maritime power in those directions where it will best promote our prestige.	0	1	
2277	Bush_2005_160	"They seek to impose and expand an empire of oppression in which a tiny group of brutal, self-appointed rulers control every aspect of every life."	0	1	
21438	Reagan_1983_127	Our trade position can also be improved by making our port system more efficient.	0	1	
8429	Coolidge_1923_305	Diversification is necessary.	0	0	
22651	Reagan_1988_174	"Yet even as these plans are made, the Sandinista regime knows the tide is turning, and the cause of Nicaraguan freedom is riding at its crest."	0	1	
6399	Clinton_1996_147	I challenge you to raise their minimum wage.	0	1	
27152	Roosevelt_1908_99	"A blind and ignorant resistance to every effort for the reform of abuses and for the readjustment of society to modern industrial conditions represents not true conservatism, but an incitement to the wildest radicalism; for wise radicalism and wise conservatism go hand in hand, one bent on progress, the other bent on seeing that no change is made unless in the right direction."	1	1	
8659	Coolidge_1924_171	"Gradually, but surely, with the almost universal sympathy of those among whom they live, the colored people are working out their own destiny."	0	0	
29010	Roosevelt_1943_45	"And for those who question the quality of our aircraft and the ability of our fliers, I point to the fact that, in Africa, we are shooting down two enemy planes to every one we lose, and in the Pacific and the Southwest Pacific we are shooting them down four to one."	0	0	
13000	Ford_1976_65	The best cost-of-living news of the past year is that double-digit inflation of 12 percent or higher was cut almost in half.	1	0	
22692	Reagan_1988_215	"No legacy would make me more proud than leaving in place a bipartisan consensus for the cause of world freedom, a consensus that prevents a paralysis of American power from ever occurring again."	0	1	
2593	Bush_2006_236	A hopeful society has institutions of science and medicine that do not cut ethical corners and that recognize the matchless value of every life.	0	0	
20876	Obama_2016_122	Medical research is critical.	0	0	
34146	Truman_1951_223	I do not ask for an end to debate.	0	1	
14190	Hoover_1929_333	Veterans whose diseases or injuries have become apparent within a brief period after the war are now receiving compensation; insurance benefits have been liberalized.	1	0	
26464	Roosevelt_1907_263	"With such a policy would come increased care, and accidents would be reduced in number."	0	1	
23684	Roosevelt_1902_301	"For instance, the practicability of producing the best types of macaroni wheats in regions of an annual rainfall of only ten inches or thereabouts has been conclusively demonstrated."	1	0	
31723	Truman_1946_47	The beginning of the year 1946 finds the United States strong and deservedly confident.	0	0	
5454	Clinton_1994_17	I year ago I asked all of you to join me in accepting responsibility for the future of our country.	1	1	
5231	Clinton_1993_86	We must choose to give the American people the quality they demand and deserve with a system that will not bankrupt the country or further drive more Americans into agony.	0	1	
7949	Clinton_2000_235	This is not a Democratic or a Republican issue.	0	0	
11230	Eisenhower_1956_114	"To build excessively, under the influence of fear, could defeat our purposes and impair or destroy the very freedom and economic system our military defenses are designed to protect."	0	1	
24103	Roosevelt_1903_389	Not a life was lost in the accomplishment of the revolution.	1	0	
28151	Roosevelt_1937_80	The very cordial receptions with which I was greeted were in tribute to democracy.	1	0	
7296	Clinton_1998_339	We have already discovered we have already discovered genes for breast cancer and diabetes.	1	0	
22323	Reagan_1987_49	"With 120,000 Soviet combat and military personnel and 15,000 military advisers in Asia, Africa, and Latin America, can anyone still doubt their single-minded determination to expand their power?"	1	1	
33132	Truman_1947_193	"Except for minor adjustments, I believe that our program of benefits for veterans is now complete."	0	0	
19936	Obama_2013_229	That is why my Administration has worked tirelessly to forge a durable legal and policy framework to guide our counterterrorism operations.	1	0	
22757	Roosevelt_1901_53	They and those like them should be kept out of this country; and if found here they should be promptly deported to the country whence they came; and far-reaching provision should be made for the punishment of those who stay.	1	0	
32443	Truman_1946_767	Many civilians have been transferred from war agencies to their former peacetime agencies.	1	0	
14800	Hoover_1932_121	We should increase political stability of the world.	0	1	
25131	Roosevelt_1905_386	"To accomplish this end we must have not company or regimental garrisons, but brigade and division garrisons."	0	1	
23075	Roosevelt_1901_371	"We are anxious, first for their sakes, and next, because it relieves us of a great burden."	1	1	
5623	Clinton_1994_186	"And I might say, employer based private insurance for every American was proposed 20 years ago by President Richard Nixon to the United States Congress."	1	0	
6915	Clinton_1997_307	We started as an experiment in democracy fueled by Europeans.	1	0	
33127	Truman_1947_188	Compensation is being paid in almost two million cases for disabilities or death.	1	0	
3831	Carter_1981_29	We are now in the early stages of economic recovery following a short recession.	1	1	
13366	Ford_1977_157	America must remain first in keeping peace in the world.	0	1	
21619	Reagan_1984_44	"We're seeing rededication to bedrock values of faith, family, work, neighborhood, peace, and freedom--values that help bring us together as one people, from the youngest child to the most senior citizen."	0	0	
6743	Clinton_1997_135	I ask you to pass it now.	0	1	
36101	Wilson_1917_44	We will not entertain it.	0	1	
30251	Taft_1911_15	"In other words, all the cases under the statute which have now been decided would have been decided the same way if the court had originally accepted in its construction the rule at common law."	1	0	
28057	Roosevelt_1936_157	The human race now passes through one of its great crises.	0	0	
19471	Obama_2012_182	Innovation also demands basic research.	0	1	
1321	Bush_2001_271	"And if we work together, we can prove that public service is noble."	0	1	
20117	Obama_2014_83	Businesses plan to invest almost $100 billion in new factories that use natural gas.	0	1	
36036	Wilson_1916_32	"Immediate passage of the bill to regulate the expenditure of money in elections may seem to be less necessary than the immediate enactment of the other measures to which I refer, because at least two years will elapse before another election in which Federal offices are to be filled; but it would greatly relieve the public mind if this important matter were dealt with while the circumstances and the dangers to the public morals of the present method of obtaining and spending campaign funds stand clear under recent observation, and the methods of expenditure can be frankly studied in the light of present experience; and a delay would have the further very serious disadvantage of postponing action until another election was at hand and some special object connected with it might be thought to be in the mind of those who urged it."	0	1	
17722	Nixon_1971_163	Giving up power is hard.	0	0	
7871	Clinton_2000_157	"In the past two years, I have proposed and Congress has approved 110,000 new housing vouchers--rent subsidies to help working families live closer to the workplace."	1	0	
21800	Reagan_1984_225	"In that same spirit, I urge you to move forward with the Henry Jackson plan to implement the recommendations of the Bipartisan Commission on Central America."	0	1	
8450	Coolidge_1923_326	"I therefore recommend that the Congress appoint a small joint committee to consider offers, conduct negotiations, and report definite recommendations."	0	1	
35943	Wilson_1915_163	We should be following an almost universal example of modern governments if we were to draw the greater part or even the whole of the revenues we need from the income taxes.	0	1	
6449	Clinton_1996_197	"The Brady Bill has already stopped 44,000 people with criminal records from buying guns."	1	0	
17806	Nixon_1972_55	#NAME?			NAS
23230	Roosevelt_1901_526	"Only by actual handling and providing for men in masses while they are marching, camping, embarking, and disembarking, will it be possible to train the higher officers to perform their duties well and smoothly."	0	1	
15938	Johnson_1968_106	"This year, the time has come when we must get to those who are last in line--the hard-core unemployed--the hardest to reach."	0	1	
18171	Nixon_1974_188	I believe the time has come to bring that investigation and the other investigations of this matter to an end.	1	1	
13893	Hoover_1929_36	"Our forces in China constitute 2,605 men, which we hope also further to reduce to the normal legation guard."	0	1	
6876	Clinton_1997_268	The new NATO force will allow reconstruction and reconciliation to accelerate.	0	1	
29467	Roosevelt_1945_132	It is tragic that the gallant women who have volunteered for service as nurses should be so overworked.	1	0	
32410	Truman_1946_734	The need for a program that will give everyone opportunity for medical care is obvious.	0	1	
35556	Wilson_1913_56	"I hope and believe that the committees of the Senate and House will address themselves to this matter with the most fruitful results, and I believe that the studies and recently formed plans of the Department of Agriculture may be made to serve them very greatly in their work of framing appropriate and adequate legislation."	1	1	
35483	Trump_2018_299	They defend our flag abroad.	0	0	
12997	Ford_1976_62	"Last January, most things were rapidly getting worse."	1	0	
632	Bush_1991_112	"You and I know that if the playing field is level, America's workers and farmers can outwork and outproduce anyone, anytime, anywhere."	0	0	
21861	Reagan_1984_286	And we will.	0	1	
25888	Roosevelt_1906_350	"I trust that a law embodying in substance the views, or a major part of the views, exprest in the report on this subject laid before the House at its last session will be past."	1	1	
12340	Eisenhower_1960_145	Our farms have been left producing for war while America has long been at peace.	1	0	
18544	Obama_2010_78	And we haven't raised income taxes by a single dime on a single person.	1	0	
1296	Bush_2001_246	It must return Social Security to sound financial footing.	0	1	
10106	Coolidge_1927_426	"In general, our relations with other countries can be said to have improved within the year."	1	0	
35019	Trump_2017_132	"To launch our national rebuilding, I will be asking Congress to approve legislation that produces a $1 trillion investment in infrastructure of the United States, financed through both public and private capital, creating millions of new jobs."	1	1	
